0	67696	{}
0	65773	{}
0	85759	{}
1	63366	{}
1	74065	{}
1	86601	{}
1	22892	{}
1	35201	{}
1	9091	{}
2	27523	{}
2	63272	{}
2	95944	{}
2	69450	{}
2	71987	{}
2	8796	{}
2	34131	{}
2	18222	{}
2	35952	{}
2	37755	{}
2	20132	{}
3	85548	{}
3	29788	{}
3	59026	{}
3	37527	{}
3	10818	{}
4	50906	{}
4	46964	{}
4	31984	{}
5	95071	{}
5	41775	{}
5	8204	{}
5	84104	{}
5	79544	{}
5	98610	{}
6	12309	{}
6	56026	{}
6	66666	{}
7	38413	{}
7	51078	{}
7	81513	{}
7	22245	{}
8	32208	{}
8	60234	{}
8	66389	{}
9	64951	{}
9	99374	{}
9	77773	{}
9	31278	{}
9	48517	{}
9	56000	{}
10	60230	{}
10	97491	{}
11	28443	{}
11	82107	{}
11	24684	{}
12	60272	{}
12	24611	{}
12	41502	{}
12	82340	{}
12	6573	{}
13	82710	{}
13	18065	{}
13	67164	{}
13	25387	{}
13	55932	{}
14	50827	{}
14	11960	{}
14	53271	{}
14	91070	{}
14	54728	{}
15	92355	{}
15	79248	{}
15	43758	{}
15	13715	{}
15	11353	{}
15	43363	{}
15	20584	{}
15	22381	{}
15	93610	{}
15	432	{}
15	47205	{}
16	44986	{}
16	49741	{}
17	62368	{}
17	62857	{}
17	9389	{}
17	61775	{}
18	62759	{}
18	43876	{}
18	58022	{}
18	98181	{}
18	86252	{}
19	24594	{}
19	51954	{}
19	35394	{}
19	91933	{}
20	2002	{}
20	30770	{}
21	6163	{}
21	70954	{}
21	23595	{}
21	76159	{}
22	80133	{}
22	99031	{}
23	16058	{}
23	73291	{}
23	8837	{}
23	23	{}
23	20634	{}
23	94237	{}
23	92062	{}
24	28763	{}
24	56353	{}
25	12689	{}
25	92472	{}
25	57887	{}
25	71060	{}
26	11724	{}
26	22430	{}
26	21053	{}
26	9509	{}
27	72530	{}
27	69475	{}
27	51515	{}
27	59563	{}
28	7027	{}
28	58002	{}
28	70940	{}
28	66732	{}
29	48434	{}
29	10916	{}
30	33510	{}
30	68303	{}
30	87207	{}
30	52564	{}
31	52533	{}
31	7496	{}
31	47399	{}
31	1528	{}
32	38222	{}
32	32637	{}
32	88958	{}
32	66992	{}
33	15204	{}
33	23480	{}
33	88210	{}
