0	20281	{}
0	22324	{}
0	26897	{}
1	24128	{}
1	2173	{}
1	47310	{}
1	13382	{}
1	7754	{}
2	33113	{}
2	42559	{}
2	20463	{}
2	25319	{}
2	5372	{}
3	41987	{}
3	7400	{}
3	43672	{}
3	42361	{}
4	47281	{}
4	11879	{}
4	13990	{}
4	18067	{}
4	18811	{}
4	38014	{}
4	31334	{}
4	17131	{}
4	34116	{}
4	20696	{}
4	12511	{}
4	36036	{}
4	15998	{}
4	34635	{}
4	22685	{}
4	28873	{}
4	45379	{}
4	40776	{}
4	19341	{}
4	25925	{}
4	20155	{}
4	16853	{}
4	6240	{}
4	20104	{}
4	24092	{}
4	16122	{}
4	34052	{}
4	35723	{}
4	24463	{}
4	24996	{}
4	8469	{}
4	20157	{}
4	7072	{}
4	24787	{}
4	36279	{}
5	35290	{}
5	22620	{}
6	1019	{}
6	20491	{}
6	21314	{}
7	11653	{}
7	3891	{}
7	19327	{}
7	36240	{}
8	132	{}
8	25956	{}
9	43529	{}
9	16356	{}
9	34103	{}
9	49378	{}
9	44524	{}
9	2434	{}
9	36488	{}
9	33303	{}
9	34371	{}
9	26095	{}
10	22103	{}
10	42937	{}
10	1595	{}
11	46088	{}
11	40238	{}
11	30251	{}
11	6870	{}
11	21754	{}
12	38850	{}
12	45002	{}
12	23068	{}
12	31813	{}
12	39593	{}
12	41360	{}
12	6064	{}
13	30679	{}
13	43677	{}
13	25339	{}
14	16793	{}
14	23919	{}
14	112	{}
14	24572	{}
14	22651	{}
15	15043	{}
15	18547	{}
15	5352	{}
15	30072	{}
15	49295	{}
15	11488	{}
16	47304	{}
16	48936	{}
16	44902	{}
16	18291	{}
17	34885	{}
17	14378	{}
17	10253	{}
17	10282	{}
18	39722	{}
18	43719	{}
18	9409	{}
18	19642	{}
18	46253	{}
18	14089	{}
18	16239	{}
19	45273	{}
19	32796	{}
19	14621	{}
19	43551	{}
19	34109	{}
19	26462	{}
19	24277	{}
19	225	{}
19	40631	{}
20	2354	{}
20	1236	{}
20	33109	{}
20	18288	{}
21	31438	{}
21	35990	{}
21	38005	{}
22	14711	{}
22	15581	{}
22	18402	{}
23	4338	{}
23	45339	{}
23	39088	{}
23	7444	{}
24	16520	{}
24	47957	{}
24	11551	{}
24	27397	{}
25	29197	{}
25	11427	{}
26	6053	{}
26	37140	{}
26	30884	{}
26	47988	{}
27	39179	{}
27	33948	{}
27	6762	{}
27	32899	{}
28	27265	{}
28	8884	{}
28	45507	{}
28	46119	{}
28	35419	{}
29	5120	{}
29	23059	{}
29	39122	{}
29	37337	{}
30	39450	{}
30	27349	{}
30	40792	{}
30	39645	{}
30	5517	{}
31	16649	{}
31	48613	{}
31	7150	{}
32	44358	{}
32	19969	{}
32	44319	{}
33	38987	{}
33	16778	{}
33	40046	{}
34	46094	{}
34	27568	{}
35	35	{}
35	15845	{}
36	32980	{}
36	29207	{}
37	17078	{}
37	47328	{}
37	34952	{}
37	34517	{}
37	40843	{}
38	17871	{}
38	10708	{}
38	40671	{}
38	7786	{}
39	39044	{}
39	22722	{}
39	16698	{}
40	26182	{}
40	18252	{}
40	20528	{}
41	25431	{}
41	38087	{}
41	39023	{}
41	32680	{}
41	30383	{}
41	49853	{}
42	47109	{}
42	30180	{}
42	30382	{}
42	10102	{}
43	46081	{}
43	4277	{}
43	10231	{}
43	38355	{}
43	12510	{}
44	38738	{}
44	41348	{}
44	40587	{}
44	3286	{}
44	48207	{}
44	18377	{}
44	38442	{}
44	32707	{}
44	47116	{}
44	10253	{}
