0	1227	{}
0	1711	{}
0	2781	{}
0	3082	{}
0	2629	{}
0	1833	{}
1	1	{}
1	2307	{}
1	2251	{}
1	4326	{}
2	4305	{}
2	4555	{}
2	1949	{}
2	2836	{}
2	3969	{}
3	1126	{}
3	3635	{}
3	1574	{}
3	3648	{}
3	132	{}
4	4186	{}
4	4232	{}
4	954	{}
4	2340	{}
4	794	{}
4	3226	{}
4	1411	{}
4	2849	{}
4	1841	{}
4	2836	{}
4	3725	{}
4	1605	{}
4	1358	{}
4	3425	{}
4	4970	{}
4	3864	{}
4	1438	{}
4	135	{}
4	1755	{}
4	1835	{}
4	4650	{}
4	413	{}
4	1508	{}
4	2034	{}
4	2875	{}
4	4059	{}
4	3443	{}
4	2056	{}
4	3480	{}
4	3378	{}
4	3869	{}
4	1515	{}
4	3801	{}
4	3313	{}
4	2528	{}
4	201	{}
5	3332	{}
5	4847	{}
6	6	{}
6	4358	{}
6	4954	{}
7	3368	{}
7	2428	{}
7	4202	{}
7	4951	{}
7	1434	{}
7	952	{}
8	2897	{}
8	1650	{}
8	2784	{}
8	4838	{}
8	3871	{}
9	3894	{}
9	2881	{}
9	1265	{}
9	2990	{}
9	53	{}
9	4256	{}
9	3511	{}
9	291	{}
9	543	{}
9	3222	{}
9	4884	{}
9	345	{}
9	1013	{}
10	1383	{}
10	4760	{}
10	4664	{}
10	69	{}
10	1370	{}
10	4182	{}
11	2568	{}
11	3687	{}
11	2598	{}
12	3736	{}
12	161	{}
12	3101	{}
12	1563	{}
12	2126	{}
12	4741	{}
12	3256	{}
13	2032	{}
13	1502	{}
13	1565	{}
13	321	{}
13	2150	{}
14	4670	{}
14	2649	{}
14	3095	{}
14	346	{}
14	971	{}
15	2622	{}
15	3386	{}
15	1805	{}
15	2550	{}
15	3821	{}
15	3636	{}
15	1099	{}
15	2044	{}
16	3431	{}
16	1330	{}
16	483	{}
16	3863	{}
16	1914	{}
17	3959	{}
17	1362	{}
17	3278	{}
17	1675	{}
17	4429	{}
17	1385	{}
18	2367	{}
18	2149	{}
18	3181	{}
18	4961	{}
18	4689	{}
18	104	{}
18	2187	{}
19	1547	{}
19	3054	{}
19	3996	{}
19	4977	{}
19	3677	{}
19	2959	{}
19	4561	{}
19	120	{}
19	1762	{}
20	3360	{}
20	1811	{}
21	4949	{}
21	979	{}
21	1364	{}
22	4979	{}
22	851	{}
22	4449	{}
23	1524	{}
23	2591	{}
23	1175	{}
24	1534	{}
24	4653	{}
24	4114	{}
24	3727	{}
24	4648	{}
24	563	{}
24	3211	{}
25	1211	{}
25	25	{}
25	220	{}
25	1283	{}
25	4393	{}
25	4653	{}
26	4391	{}
26	2641	{}
26	2007	{}
27	3605	{}
27	3146	{}
28	3941	{}
28	4486	{}
28	2332	{}
28	1054	{}
28	3135	{}
29	532	{}
29	913	{}
29	3245	{}
29	3886	{}
29	844	{}
29	939	{}
29	1499	{}
30	4098	{}
30	3486	{}
30	3542	{}
31	1523	{}
31	288	{}
32	2587	{}
32	4206	{}
32	2989	{}
33	3900	{}
33	4114	{}
33	4242	{}
33	4648	{}
33	2601	{}
33	3560	{}
33	4348	{}
34	1036	{}
34	1558	{}
34	2079	{}
34	2882	{}
34	2650	{}
35	1627	{}
35	2698	{}
35	646	{}
35	2833	{}
35	2853	{}
36	2585	{}
36	1061	{}
37	4577	{}
37	4223	{}
37	560	{}
37	2682	{}
37	230	{}
37	4593	{}
38	2145	{}
38	1824	{}
39	2127	{}
39	3129	{}
40	3861	{}
40	4932	{}
40	3627	{}
40	4415	{}
40	3502	{}
41	284	{}
41	2054	{}
41	4877	{}
42	2242	{}
42	3474	{}
42	2122	{}
43	975	{}
43	873	{}
43	4604	{}
43	2324	{}
43	653	{}
43	694	{}
44	2692	{}
44	4760	{}
44	3643	{}
44	3290	{}
44	825	{}
44	683	{}
44	597	{}
44	4674	{}
44	44	{}
44	1462	{}
44	2132	{}
44	1616	{}
44	1865	{}
44	1640	{}
45	2423	{}
45	3062	{}
45	3852	{}
45	623	{}
45	3484	{}
46	3552	{}
46	1959	{}
46	1692	{}
46	4596	{}
47	597	{}
47	2726	{}
47	4664	{}
47	831	{}
47	1370	{}
47	3943	{}
48	2845	{}
48	4114	{}
49	3668	{}
49	3823	{}
49	4072	{}
49	3140	{}
49	2037	{}
50	1538	{}
50	4123	{}
50	4641	{}
50	4710	{}
50	2685	{}
51	4671	{}
51	2104	{}
52	4016	{}
52	3580	{}
52	2816	{}
52	4382	{}
53	3978	{}
53	3894	{}
53	1696	{}
53	4256	{}
53	1717	{}
53	2773	{}
53	4896	{}
54	3818	{}
54	4168	{}
54	591	{}
54	1370	{}
55	4143	{}
55	845	{}
55	3650	{}
56	1904	{}
56	4571	{}
56	1638	{}
56	1454	{}
57	4149	{}
57	433	{}
57	1613	{}
58	3124	{}
58	3368	{}
59	527	{}
59	4910	{}
59	3389	{}
60	3287	{}
60	2514	{}
60	2251	{}
61	3142	{}
61	1799	{}
61	1066	{}
61	3666	{}
62	2108	{}
62	3020	{}
62	1398	{}
62	1550	{}
62	2192	{}
62	2304	{}
63	1440	{}
63	4835	{}
63	4478	{}
64	2401	{}
64	815	{}
